Booking_ID,adults,children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN03908,2,0,1,2,Plan 1,0,Type 1,67,2018,12,2,Offline,0,0,0,75,0,Not_Canceled
INN03910,2,0,0,2,Plan 1,0,Type 1,31,2017,9,25,Online,0,0,0,200,2,Not_Canceled
INN03912,2,0,1,3,Plan 1,0,Type 4,18,2018,6,2,Online,0,0,0,140.9,1,Not_Canceled
INN03914,1,0,0,3,Plan 1,1,Type 1,29,2018,4,5,Corporate,0,0,0,67,0,Not_Canceled
INN03921,2,0,0,4,Plan 1,0,Type 1,159,2017,12,29,Offline,0,0,0,70.5,0,Not_Canceled
INN03931,0,2,2,2,Plan 1,0,Type 2,87,2018,5,29,Online,0,0,0,112.01,1,Not_Canceled
INN03933,2,0,0,3,Plan 1,0,Type 1,160,2017,12,30,Offline,0,0,0,70,0,Not_Canceled
INN03940,2,0,1,3,Plan 1,0,Type 2,352,2018,12,29,Online,0,0,0,73.74,0,Canceled
INN03943,3,0,0,3,Plan 1,0,Type 1,85,2018,3,30,Offline,0,0,0,114.4,1,Not_Canceled
INN03949,2,0,0,2,Plan 2,0,Type 1,346,2018,9,13,Online,0,0,0,115,1,Canceled
INN03953,2,1,2,1,Plan 1,0,Type 1,10,2018,2,20,Online,0,0,0,109,2,Not_Canceled
INN03955,2,0,2,1,Plan 2,0,Type 1,122,2018,4,2,Offline,0,0,0,110.24,0,Not_Canceled
INN03959,2,0,0,2,Plan 1,0,Type 1,7,2017,8,19,Corporate,0,0,0,65,0,Not_Canceled
INN03960,2,0,1,2,Plan 1,0,Type 1,45,2018,6,20,Online,0,0,0,101.7,1,Canceled
INN03965,2,0,1,2,Plan 1,0,Type 4,38,2018,11,4,Online,0,0,0,118,2,Not_Canceled
INN03967,1,0,0,1,Plan 1,1,Type 1,28,2018,7,14,Corporate,0,0,0,67,0,Not_Canceled
INN03969,2,0,1,1,Plan 1,0,Type 1,5,2017,9,7,Online,0,0,0,75.24,0,Not_Canceled
INN03982,2,0,0,3,Not Selected,0,Type 1,35,2018,2,11,Online,0,0,0,67.5,0,Canceled
INN03983,2,0,2,3,Plan 1,0,Type 1,157,2018,3,19,Online,0,0,0,90,1,Not_Canceled
INN03984,2,0,1,1,Plan 1,0,Type 1,85,2018,2,6,Online,0,0,0,57,0,Canceled
INN03994,2,0,0,1,Not Selected,0,Type 1,6,2018,9,16,Online,0,0,0,149,1,Not_Canceled
INN03995,1,0,0,2,Plan 1,0,Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
INN04003,2,0,0,2,Not Selected,0,Type 2,99,2018,4,8,Online,0,0,0,85.5,1,Canceled
INN04005,3,0,2,3,Plan 2,0,Type 1,165,2018,8,19,Online,0,0,0,180.2,0,Canceled
INN04013,3,0,2,3,Plan 1,0,Type 4,55,2018,3,20,Online,0,0,0,124.1,2,Not_Canceled
INN04016,1,0,1,0,Plan 1,0,Type 1,0,2018,5,2,Corporate,1,0,5,65,0,Not_Canceled
INN04017,2,1,0,2,Plan 1,0,Type 1,70,2018,12,9,Offline,0,0,0,80.33,0,Not_Canceled
INN04021,2,0,1,0,Plan 1,0,Type 1,13,2018,3,20,Offline,0,0,0,85,0,Not_Canceled
INN04022,2,0,2,2,Plan 1,0,Type 4,69,2018,4,17,Online,0,0,0,110.08,2,Not_Canceled
INN04024,2,0,2,3,Plan 1,0,Type 4,82,2018,5,21,Offline,0,0,0,90.95,0,Not_Canceled
INN04032,2,0,0,2,Plan 2,0,Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Canceled
INN04033,3,0,0,3,Plan 1,0,Type 1,40,2017,10,7,Online,0,0,0,99.71,2,Not_Canceled
INN04042,2,0,0,1,Plan 1,0,Type 6,25,2018,5,19,Online,0,0,0,221,0,Canceled
INN04044,1,0,0,2,Plan 1,0,Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
INN04046,1,0,0,1,Plan 1,0,Type 1,1,2018,10,13,Offline,0,0,0,109.65,0,Not_Canceled
INN04053,2,0,1,2,Not Selected,0,Type 1,13,2018,10,17,Online,0,0,0,140,2,Not_Canceled
INN04055,2,0,0,1,Plan 1,0,Type 1,0,2017,9,22,Complementary,1,0,2,0,0,Not_Canceled
INN04056,2,0,0,2,Not Selected,0,Type 1,18,2018,2,26,Online,0,0,0,81,0,Not_Canceled
INN04057,2,0,0,2,Plan 1,0,Type 1,58,2018,12,9,Online,0,0,0,93.6,1,Not_Canceled
INN04059,2,0,1,2,Plan 1,0,Type 1,163,2018,9,12,Online,0,0,0,126.9,2,Canceled
INN04060,2,0,2,3,Plan 1,0,Type 1,66,2018,11,25,Online,0,0,0,88.4,3,Not_Canceled
INN04062,2,0,0,1,Plan 1,0,Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
INN04066,2,0,0,4,Not Selected,1,Type 1,8,2018,8,9,Online,0,0,0,148,1,Not_Canceled
INN04070,2,0,1,3,Plan 1,0,Type 1,157,2018,7,7,Offline,0,0,0,72.25,1,Not_Canceled
INN04071,2,0,1,2,Not Selected,0,Type 1,27,2017,9,18,Online,0,0,0,115,1,Not_Canceled
INN04072,2,0,1,3,Plan 1,0,Type 1,71,2018,5,30,Online,0,0,0,119.85,1,Not_Canceled
INN04077,2,0,2,3,Plan 1,0,Type 1,159,2018,9,16,Online,0,0,0,130.14,2,Canceled
INN04080,2,0,1,2,Plan 1,0,Type 1,35,2018,10,28,Online,0,0,0,129,1,Not_Canceled
INN04081,2,1,1,3,Plan 1,0,Type 1,235,2018,10,27,Online,0,0,0,106.25,0,Canceled
INN04086,2,0,1,1,Plan 2,0,Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled
INN04095,2,1,3,6,Plan 1,0,Type 4,199,2018,7,23,Online,0,0,0,94.51,2,Not_Canceled
INN04097,2,0,0,2,Plan 1,0,Type 1,286,2018,12,9,Online,0,0,0,78.3,2,Not_Canceled
INN04099,3,0,0,4,Plan 1,0,Type 6,31,2018,9,7,Online,0,0,0,152.81,1,Canceled
INN04100,1,0,0,3,Plan 1,0,Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN04115,1,0,0,2,Plan 2,0,Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Canceled
INN04117,2,0,0,2,Plan 2,0,Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled
INN04118,1,0,0,2,Plan 1,0,Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
INN04125,2,0,0,1,Plan 1,0,Type 1,289,2017,10,17,Offline,0,0,0,67,0,Not_Canceled
INN04129,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
INN04133,3,0,1,1,Plan 1,0,Type 4,49,2018,5,7,Online,0,0,0,159.3,2,Not_Canceled
INN04134,2,1,0,4,Plan 1,0,Type 1,16,2018,2,17,Online,0,0,0,109,2,Not_Canceled
INN04141,2,0,1,4,Plan 1,0,Type 1,275,2018,10,5,Online,0,0,0,90,0,Canceled
INN04145,2,0,0,3,Plan 1,0,Type 1,130,2018,5,5,Online,0,0,0,105.3,1,Canceled
INN04150,2,2,0,3,Plan 1,0,Type 1,86,2018,12,8,Online,0,0,0,122,0,Canceled
INN04151,2,2,1,2,Plan 1,0,Type 7,4,2018,7,8,Online,0,0,0,306,3,Not_Canceled
INN04153,2,2,0,1,Plan 1,0,Type 6,33,2018,7,29,Online,0,0,0,207.9,1,Not_Canceled
INN04154,2,0,0,1,Not Selected,0,Type 1,0,2018,6,9,Online,0,0,0,69.01,0,Not_Canceled
INN04157,2,0,1,2,Plan 1,0,Type 1,48,2018,10,21,Offline,0,0,0,85.5,1,Not_Canceled
INN04161,2,0,2,1,Plan 1,0,Type 1,14,2017,12,26,Online,0,0,0,93.67,1,Not_Canceled
INN04166,3,0,0,3,Plan 1,0,Type 1,220,2018,6,2,Online,0,0,0,105.84,1,Canceled
INN04167,1,0,0,3,Plan 1,0,Type 1,151,2018,1,19,Offline,0,0,0,71,1,Not_Canceled
INN04169,3,0,2,8,Plan 1,0,Type 4,39,2018,12,8,Online,0,0,0,130.9,2,Not_Canceled
INN04176,2,0,1,2,Plan 2,0,Type 1,162,2017,9,4,Offline,0,0,0,85.17,2,Not_Canceled
INN04178,2,0,1,1,Plan 1,0,Type 1,109,2018,8,29,Offline,0,0,0,72.25,0,Not_Canceled
INN04184,1,0,0,2,Plan 2,0,Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled
INN04187,2,0,1,3,Not Selected,0,Type 1,122,2018,11,14,Online,0,0,0,75.9,2,Canceled
INN04189,3,0,2,1,Plan 1,0,Type 1,84,2018,6,26,Online,0,0,0,103.72,2,Not_Canceled
INN04192,2,0,0,4,Plan 1,0,Type 1,79,2017,7,15,Online,0,0,0,85.5,1,Canceled
INN04193,2,0,0,2,Plan 1,0,Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled
INN04207,3,0,1,3,Plan 1,0,Type 4,69,2018,9,8,Online,0,0,0,168.3,2,Not_Canceled
INN04209,2,0,1,1,Plan 1,0,Type 1,168,2018,8,20,Online,0,0,0,105.3,0,Canceled
INN04211,2,0,1,0,Plan 1,0,Type 1,39,2018,12,18,Online,0,0,0,74.88,1,Not_Canceled
INN04213,2,0,2,2,Plan 1,0,Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled
INN04214,2,0,2,2,Plan 1,0,Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled
INN04216,1,0,1,0,Not Selected,0,Type 1,32,2018,9,25,Online,0,0,0,99,2,Not_Canceled
INN04217,1,0,0,1,Plan 1,0,Type 1,12,2018,12,14,Online,0,0,0,75.2,0,Not_Canceled
INN04219,2,0,2,2,Not Selected,0,Type 1,31,2018,2,6,Online,0,0,0,50.6,0,Not_Canceled
INN04220,2,0,1,2,Plan 1,0,Type 2,8,2018,3,11,Online,0,0,0,103,1,Not_Canceled
INN04222,2,0,1,5,Not Selected,0,Type 1,277,2018,10,18,Online,0,0,0,82.17,2,Not_Canceled
INN04223,2,0,2,4,Plan 1,0,Type 1,90,2017,10,25,Online,0,0,0,89.25,0,Not_Canceled
INN04228,2,0,2,5,Plan 1,0,Type 1,202,2018,6,20,Offline,0,0,0,80.24,0,Not_Canceled
INN04233,2,0,0,1,Plan 1,0,Type 1,10,2018,2,19,Offline,0,0,0,71.1,0,Not_Canceled
INN04235,2,0,2,1,Plan 1,1,Type 4,38,2018,3,19,Online,0,0,0,104.4,0,Not_Canceled
INN04236,2,0,0,2,Plan 1,1,Type 1,15,2017,9,9,Online,0,0,0,105,1,Not_Canceled
INN04239,2,0,0,2,Plan 1,0,Type 1,48,2018,9,14,Offline,0,0,0,130,0,Not_Canceled
INN04240,1,0,1,2,Plan 1,0,Type 1,6,2018,5,23,Online,0,0,0,106.25,1,Not_Canceled
INN04246,2,0,0,3,Plan 1,0,Type 1,54,2018,3,29,Offline,0,0,0,75,0,Not_Canceled
INN04251,2,0,1,2,Plan 1,0,Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled
INN04255,2,0,1,1,Plan 1,0,Type 1,10,2017,12,5,Online,0,0,0,80.75,0,Not_Canceled
INN04263,2,0,0,1,Plan 1,0,Type 1,2,2018,1,6,Corporate,1,0,3,75,0,Not_Canceled
INN04270,2,0,2,5,Plan 1,0,Type 1,299,2018,9,17,Online,0,0,0,100.3,0,Canceled
INN04278,2,0,2,3,Plan 1,0,Type 1,73,2018,5,12,Online,0,0,0,119.85,1,Not_Canceled
INN04286,2,0,1,1,Not Selected,0,Type 1,15,2018,1,23,Online,0,0,0,76.5,0,Not_Canceled
INN04287,1,0,0,1,Plan 1,0,Type 1,2,2018,9,21,Corporate,0,0,0,169,0,Canceled
INN04295,2,0,2,3,Plan 1,0,Type 1,89,2018,4,10,Online,0,0,0,90.95,1,Not_Canceled
INN04298,3,0,1,0,Plan 1,0,Type 4,49,2018,7,17,Online,0,0,0,168.3,2,Not_Canceled
INN04300,2,0,1,2,Plan 1,0,Type 1,84,2017,10,16,Online,0,0,0,89.25,2,Not_Canceled
INN04316,2,0,0,1,Plan 1,0,Type 1,55,2018,11,25,Online,0,0,0,93.6,1,Not_Canceled
INN04319,2,0,1,3,Plan 1,0,Type 1,8,2018,12,22,Online,0,0,0,87.98,3,Not_Canceled
INN04322,1,0,2,1,Plan 1,1,Type 1,18,2018,12,11,Corporate,1,0,3,67,0,Not_Canceled
INN04331,2,0,0,2,Plan 1,0,Type 1,136,2018,5,6,Online,0,0,0,105.3,1,Not_Canceled
INN04333,2,0,1,3,Plan 1,0,Type 1,266,2018,12,26,Online,0,0,0,73.95,0,Canceled
INN04342,2,0,0,3,Plan 1,0,Type 1,16,2018,12,6,Online,0,0,0,104,0,Not_Canceled
INN04343,2,0,1,2,Plan 1,0,Type 1,32,2017,10,19,Online,0,0,0,96.3,1,Not_Canceled
INN04351,2,0,1,4,Plan 1,0,Type 1,26,2018,3,7,Offline,0,0,0,87,0,Not_Canceled
INN04353,2,0,0,3,Plan 1,0,Type 1,60,2018,6,21,Online,0,0,0,99.9,1,Not_Canceled
INN04357,2,0,2,3,Plan 1,0,Type 4,130,2018,9,10,Offline,0,0,0,99.95,0,Not_Canceled
INN04362,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
INN04363,2,0,1,1,Plan 1,0,Type 3,116,2018,6,11,Online,0,0,0,80.75,0,Canceled
INN04366,2,0,0,1,Plan 1,0,Type 1,1,2018,3,16,Online,0,0,0,109,1,Not_Canceled
INN04370,1,0,0,1,Plan 1,0,Type 1,0,2018,7,20,Corporate,0,0,0,79,0,Not_Canceled
INN04371,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled
INN04376,2,0,0,5,Plan 1,0,Type 4,44,2018,10,18,Online,0,0,0,143.44,2,Not_Canceled
INN04377,3,0,2,3,Plan 1,0,Type 4,110,2018,8,12,Online,0,0,0,159.3,0,Canceled
INN04379,2,0,2,3,Plan 1,0,Type 1,303,2018,8,19,Offline,0,0,0,78,1,Not_Canceled
INN04382,2,0,0,2,Plan 2,0,Type 1,377,2018,10,14,Online,0,0,0,115,1,Canceled
INN04386,3,0,1,1,Plan 1,0,Type 1,159,2018,4,9,Offline,0,0,0,100,1,Not_Canceled
INN04387,2,0,0,3,Plan 1,0,Type 1,12,2018,3,17,Offline,0,0,0,38.67,0,Not_Canceled
INN04391,2,0,1,2,Plan 1,0,Type 1,112,2017,8,17,Online,0,0,0,76.5,1,Not_Canceled
INN04392,2,0,1,2,Plan 1,0,Type 1,103,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
INN04393,2,0,2,5,Plan 1,0,Type 1,142,2017,8,13,Online,0,0,0,76.5,1,Not_Canceled
INN04394,2,0,2,3,Plan 1,0,Type 4,93,2017,12,27,Offline,0,0,0,60,0,Not_Canceled
INN04395,2,0,2,2,Plan 1,0,Type 1,69,2017,9,6,Offline,0,0,0,81.09,0,Not_Canceled
INN04401,2,0,1,0,Plan 1,0,Type 1,19,2018,9,19,Online,0,0,0,118.15,0,Canceled
INN04403,1,0,0,3,Plan 1,0,Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Canceled
INN04407,1,0,0,3,Plan 1,0,Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN04412,2,0,0,4,Plan 1,0,Type 4,181,2018,5,11,Online,0,0,0,117.73,1,Canceled
INN04414,2,0,1,2,Plan 1,0,Type 1,33,2018,8,8,Online,0,0,0,135.9,1,Canceled
INN04415,2,0,0,3,Plan 1,0,Type 1,314,2018,10,12,Online,0,0,0,75,0,Canceled
INN04419,2,0,2,4,Plan 1,0,Type 1,140,2018,5,28,Online,0,0,0,75.44,1,Not_Canceled
INN04420,1,0,1,0,Plan 1,0,Type 1,10,2018,10,10,Corporate,0,0,0,89,0,Not_Canceled
INN04422,2,0,0,1,Plan 1,0,Type 1,125,2017,12,25,Online,0,0,0,72.25,1,Not_Canceled
INN04429,2,1,2,2,Plan 1,0,Type 4,134,2018,8,19,Online,0,0,0,139.95,2,Not_Canceled
INN04434,2,0,1,1,Plan 1,0,Type 1,80,2018,5,2,Online,0,0,0,126.9,1,Not_Canceled
INN04435,2,0,0,2,Plan 1,0,Type 4,37,2017,10,22,Online,0,0,0,105.3,2,Not_Canceled
INN04436,1,0,1,2,Plan 1,0,Type 1,5,2017,10,19,Offline,0,0,0,80,0,Not_Canceled
INN04437,2,0,0,4,Plan 2,0,Type 4,49,2018,12,7,Online,0,0,0,94.51,1,Not_Canceled
INN04442,1,0,0,2,Plan 1,0,Type 1,119,2018,4,15,Online,0,0,0,90.9,0,Canceled
INN04443,1,0,2,0,Plan 1,0,Type 1,61,2017,10,4,Offline,0,0,0,73,0,Not_Canceled
INN04445,1,0,0,1,Plan 1,0,Type 4,29,2018,10,28,Online,0,0,0,144,2,Not_Canceled
INN04451,2,0,0,1,Plan 1,0,Type 1,12,2017,9,5,Online,0,0,0,124,2,Not_Canceled
INN04453,2,0,0,3,Plan 1,0,Type 2,33,2017,10,21,Offline,0,0,0,83.16,0,Not_Canceled
INN04455,1,0,0,1,Not Selected,0,Type 5,7,2018,5,18,Offline,0,0,0,169,0,Not_Canceled
INN04470,1,0,0,2,Plan 1,0,Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN04471,2,0,2,3,Plan 1,0,Type 1,248,2018,10,13,Online,0,0,0,83.38,2,Not_Canceled
INN04472,2,0,2,3,Plan 1,0,Type 1,144,2018,9,23,Online,0,0,0,129.6,2,Not_Canceled
INN04478,3,0,2,1,Plan 1,0,Type 4,91,2018,8,6,Online,0,0,0,152.1,0,Not_Canceled
INN04484,2,0,0,4,Not Selected,0,Type 1,176,2017,8,25,Online,0,0,0,49.58,0,Canceled
INN04485,2,1,1,5,Plan 1,0,Type 1,52,2018,12,19,Online,0,0,0,105.4,3,Not_Canceled
INN04489,2,0,0,3,Plan 1,0,Type 1,259,2018,5,5,Online,0,0,0,90,0,Canceled
INN04494,2,0,0,4,Plan 1,0,Type 1,36,2018,3,9,Online,0,0,0,63.06,1,Canceled
INN04498,2,0,2,2,Plan 1,0,Type 1,65,2018,10,16,Offline,0,0,0,80.75,0,Not_Canceled
INN04499,2,0,0,3,Plan 1,0,Type 4,3,2017,10,22,Offline,0,0,0,72.25,0,Not_Canceled
INN04504,1,0,0,1,Plan 2,0,Type 1,40,2018,7,26,Offline,0,0,0,95,0,Not_Canceled
INN04506,2,1,0,1,Plan 2,0,Type 1,179,2018,7,27,Online,0,0,0,155.25,1,Canceled
INN04509,2,0,1,1,Plan 2,0,Type 1,301,2018,7,30,Online,0,0,0,109,0,Canceled
INN04510,1,0,0,1,Plan 1,0,Type 1,2,2018,1,27,Complementary,1,2,0,0,3,Not_Canceled
INN04514,2,0,2,1,Plan 1,0,Type 1,31,2018,10,2,Online,0,0,0,104.64,0,Not_Canceled
INN04522,2,0,2,5,Plan 1,0,Type 4,86,2018,5,11,Online,0,0,0,102.1,1,Not_Canceled
INN04528,2,0,0,3,Plan 1,0,Type 1,20,2018,10,4,Online,0,0,0,149,0,Not_Canceled
INN04529,2,0,0,3,Plan 1,0,Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
INN04534,2,0,2,0,Not Selected,0,Type 1,81,2018,4,10,Online,0,0,0,85.5,0,Canceled
INN04539,2,0,0,1,Not Selected,0,Type 1,17,2018,9,2,Online,0,0,0,118,0,Not_Canceled
INN04540,2,0,1,1,Plan 1,0,Type 1,62,2018,3,19,Online,0,0,0,99,0,Canceled
INN04543,2,0,2,0,Plan 1,0,Type 1,29,2018,4,17,Online,0,0,0,95.95,1,Not_Canceled
INN04547,2,0,2,5,Plan 2,0,Type 1,142,2018,5,29,Offline,0,0,0,110.75,0,Not_Canceled
INN04551,2,0,2,5,Plan 1,0,Type 1,65,2018,3,28,Online,0,0,0,82.45,1,Not_Canceled
INN04558,1,0,0,1,Plan 2,0,Type 1,72,2017,9,18,Offline,0,0,0,84,0,Not_Canceled
INN04562,2,0,0,3,Plan 1,0,Type 1,2,2018,6,2,Online,0,0,0,12,0,Not_Canceled
INN04579,3,0,2,3,Plan 1,0,Type 4,89,2018,12,22,Online,0,0,0,119,1,Not_Canceled
INN04581,2,0,0,2,Plan 2,0,Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN04582,1,0,2,1,Plan 1,0,Type 1,116,2018,2,28,Online,0,0,0,61,0,Canceled
INN04583,2,0,1,1,Plan 2,0,Type 1,247,2018,6,6,Online,0,0,0,115,0,Canceled
INN04591,2,0,0,2,Plan 1,0,Type 1,177,2018,6,3,Online,0,0,0,100,0,Canceled
INN04605,2,0,0,1,Not Selected,0,Type 1,1,2018,8,4,Online,0,0,0,118,0,Not_Canceled
INN04607,1,0,0,1,Plan 1,0,Type 6,3,2018,10,11,Online,0,0,0,240,0,Canceled
INN04609,2,0,2,4,Plan 1,0,Type 4,149,2018,8,12,Online,0,0,0,120.7,2,Not_Canceled
INN04627,1,0,1,0,Plan 1,1,Type 1,3,2018,11,28,Corporate,1,0,1,88,0,Not_Canceled
INN04630,2,0,1,2,Plan 1,0,Type 1,49,2018,3,7,Online,0,0,0,78.3,0,Canceled
INN04632,2,0,1,3,Plan 2,0,Type 1,46,2018,12,5,Offline,0,0,0,98,0,Not_Canceled
INN04635,1,0,0,1,Plan 1,0,Type 1,53,2018,10,14,Offline,0,0,0,120,0,Not_Canceled
INN04639,2,0,1,2,Plan 2,0,Type 1,161,2018,3,25,Online,0,0,0,130,0,Canceled
INN04643,1,0,1,0,Plan 1,0,Type 4,11,2018,4,10,Corporate,0,0,0,90,1,Not_Canceled
INN04644,2,0,0,4,Plan 1,0,Type 4,67,2018,10,19,Online,0,0,0,117.6,0,Canceled
INN04646,2,0,1,3,Plan 1,0,Type 1,75,2018,4,25,Offline,0,0,0,75,0,Not_Canceled
INN04647,2,0,0,2,Plan 2,0,Type 1,320,2018,8,18,Online,0,0,0,115,1,Canceled
INN04649,2,0,2,0,Plan 1,0,Type 1,1,2017,8,23,Online,0,0,0,98,2,Not_Canceled
INN04650,3,0,2,1,Plan 1,0,Type 4,79,2018,5,14,Online,0,0,0,159.3,0,Canceled
INN04657,2,0,0,5,Plan 1,0,Type 1,230,2018,9,6,Online,0,0,0,137,1,Canceled
INN04658,2,0,0,3,Plan 1,0,Type 1,131,2018,8,3,Offline,0,0,0,87.03,3,Not_Canceled
INN04660,2,2,0,2,Plan 1,0,Type 6,89,2018,7,21,Online,0,0,0,186.3,0,Canceled
INN04667,2,0,0,3,Plan 1,0,Type 1,136,2018,6,28,Online,0,0,0,96.3,0,Canceled
INN04670,2,0,0,3,Not Selected,0,Type 1,101,2018,2,18,Online,0,0,0,69.5,1,Not_Canceled
INN04673,1,0,0,3,Plan 1,0,Type 4,40,2018,3,1,Online,0,0,0,88.5,0,Canceled
INN04677,1,0,1,2,Plan 1,0,Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN04678,2,0,1,2,Plan 2,0,Type 1,315,2018,9,30,Online,0,0,0,160,0,Canceled
INN04682,2,0,1,2,Plan 1,0,Type 1,215,2018,8,8,Online,0,0,0,96.3,1,Canceled
INN04685,2,0,2,0,Plan 1,0,Type 1,0,2017,8,23,Online,0,0,0,98,0,Not_Canceled
INN04687,2,0,2,5,Plan 1,0,Type 1,16,2018,6,30,Online,0,0,0,151,1,Not_Canceled
INN04688,2,0,2,2,Plan 1,0,Type 4,73,2018,12,25,Online,0,0,0,96.9,1,Not_Canceled
INN04689,2,0,0,3,Plan 1,0,Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN04692,2,0,1,1,Plan 1,0,Type 1,38,2018,12,5,Complementary,0,0,0,0,1,Not_Canceled
INN04693,2,0,0,4,Plan 1,0,Type 4,47,2018,9,7,Online,0,0,0,139.95,0,Not_Canceled
INN04694,2,1,1,1,Plan 1,0,Type 1,8,2018,8,13,Online,0,0,0,159.5,0,Not_Canceled
INN04702,2,0,0,2,Plan 2,0,Type 1,320,2018,8,18,Online,0,0,0,115,1,Canceled
INN04703,2,0,2,2,Plan 1,0,Type 1,20,2018,5,29,Online,0,0,0,90.86,1,Not_Canceled
INN04707,2,0,0,4,Not Selected,0,Type 1,106,2018,4,27,Online,0,0,0,85,0,Canceled
INN04709,2,0,2,1,Plan 1,0,Type 1,118,2018,4,3,Online,0,0,0,87.3,1,Canceled
INN04711,3,0,0,1,Plan 1,0,Type 5,12,2018,8,30,Offline,0,0,0,138,0,Not_Canceled
INN04722,2,0,0,4,Plan 1,0,Type 1,180,2018,10,26,Online,0,0,0,66.49,2,Not_Canceled
INN04725,2,2,0,4,Plan 1,0,Type 6,33,2017,10,6,Online,0,0,0,159.75,2,Canceled
INN04729,2,1,1,0,Plan 1,0,Type 1,163,2018,8,1,Online,0,0,0,121.5,3,Not_Canceled
INN04734,2,0,0,3,Plan 1,0,Type 1,82,2017,7,16,Online,0,0,0,76.5,0,Canceled
INN04736,2,0,0,5,Plan 1,0,Type 1,129,2018,8,9,Online,0,0,0,83.61,2,Not_Canceled
INN04739,2,0,1,4,Plan 2,1,Type 1,189,2018,8,15,Online,0,0,0,106.75,1,Canceled
INN04741,2,0,0,3,Plan 1,0,Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
INN04744,1,0,0,2,Plan 1,1,Type 1,2,2018,3,31,Corporate,1,0,5,67,0,Not_Canceled
INN04754,2,0,0,3,Plan 1,0,Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN04761,1,0,1,2,Plan 1,0,Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled
INN04772,2,0,0,2,Plan 2,0,Type 1,377,2018,10,14,Online,0,0,0,115,1,Canceled
INN04774,2,0,0,2,Plan 1,0,Type 4,62,2017,10,16,Online,0,0,0,78.54,0,Not_Canceled
INN04778,2,0,1,2,Plan 1,0,Type 1,24,2018,12,2,Offline,0,0,0,80,0,Not_Canceled
INN04781,1,0,0,2,Plan 1,0,Type 1,1,2017,8,4,Corporate,0,0,0,65,0,Not_Canceled
INN04783,2,0,1,4,Plan 2,0,Type 1,137,2017,8,17,Offline,0,0,0,83.47,0,Not_Canceled
INN04784,2,0,2,4,Plan 1,0,Type 1,46,2018,8,28,Online,0,0,0,81.31,0,Not_Canceled
INN04785,2,0,2,2,Plan 2,0,Type 1,169,2018,4,22,Online,0,0,0,106,0,Canceled
INN04795,2,0,2,2,Plan 1,0,Type 1,116,2018,3,25,Online,0,0,0,59.5,0,Canceled
INN04796,2,0,2,1,Plan 1,0,Type 1,23,2018,6,18,Online,0,0,0,95.83,1,Not_Canceled
INN04797,3,0,0,2,Plan 1,0,Type 4,36,2018,7,20,Online,0,0,0,159.3,2,Not_Canceled
INN04805,2,0,0,3,Plan 1,0,Type 1,119,2018,9,22,Online,0,0,0,129.6,2,Not_Canceled
INN04807,1,0,0,3,Plan 1,0,Type 1,12,2017,8,5,Corporate,0,0,0,60,0,Not_Canceled
INN04811,2,0,0,3,Not Selected,0,Type 1,8,2018,1,13,Online,0,0,0,69.5,0,Not_Canceled
INN04818,2,0,0,2,Plan 2,0,Type 1,377,2018,10,14,Online,0,0,0,115,1,Canceled
INN04826,1,0,0,2,Plan 1,0,Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
